time,S-1,S-2,S-3,S-4,S-5,S-6,S-7,S-8,S-9
10:45:58,1,1,1,1,1,1,1,1,1
10:45:59,1,1,1,1,1,1,1,1,1
10:46:00,1,1,1,1,1,1,1,1,1
10:46:01,1,1,1,1,1,1,1,1,1
10:46:02,1,1,1,1,1,1,1,1,1
10:46:03,1,1,1,1,1,1,1,1,1
10:46:04,1,1,1,1,1,1,1,1,1
10:46:05,1,1,1,1,1,1,1,1,1
10:46:06,1,1,1,1,1,1,1,1,1
10:46:07,1,1,1,1,1,1,1,1,1
10:46:08,1,1,1,1,1,1,1,1,1
10:46:09,1,1,1,1,1,1,1,1,1
10:46:10,1,1,1,1,1,1,1,1,1
10:46:11,1,1,1,1,1,1,1,1,1
10:46:12,1,1,1,1,1,1,1,1,1
10:46:13,1,1,1,1,1,1,1,1,1
10:46:14,1,1,1,1,1,1,1,1,1
10:46:15,1,1,1,1,1,1,1,1,1
10:46:16,1,1,1,1,1,1,1,1,1
10:46:17,1,1,1,1,1,1,1,1,1
10:46:18,1,1,1,1,1,1,1,1,1
10:46:19,1,1,1,1,1,1,1,1,1
10:46:20,1,1,1,1,1,1,1,1,1
10:46:21,1,1,1,1,1,1,1,1,1
10:46:22,1,1,1,1,1,1,1,1,1
10:46:23,1,1,1,1,1,1,1,1,1
10:46:24,1,1,1,1,1,1,1,1,1
10:46:25,1,1,1,1,1,1,1,1,1
10:46:26,1,1,1,1,1,1,1,1,1
10:46:27,1,1,1,1,1,1,1,1,1
10:46:28,1,1,1,1,1,1,1,1,1
10:46:29,1,1,1,1,1,1,1,1,1
10:46:30,1,1,1,1,1,1,1,1,1
10:46:31,1,1,1,1,1,1,1,1,1
10:46:32,1,1,1,1,1,1,1,1,1
10:46:33,1,1,1,1,1,1,1,1,1
10:46:34,1,1,1,1,1,1,1,1,1
10:46:35,1,1,1,1,1,1,1,1,1
10:46:36,1,1,1,1,1,1,1,1,1
10:46:37,1,1,1,1,1,1,1,1,1
10:46:38,1,1,1,1,1,1,1,1,1
10:46:39,1,1,1,1,1,1,1,1,1
10:46:40,1,1,1,1,1,1,1,1,1
10:46:41,1,1,1,1,1,1,1,1,1
10:46:42,1,1,1,1,1,1,1,1,1
10:46:43,1,1,1,1,1,1,1,1,1
10:46:44,1,1,1,1,1,1,1,1,1
10:46:45,1,1,1,1,1,1,1,1,1
10:46:46,1,1,1,1,1,1,1,1,1
10:46:47,1,1,1,1,1,1,1,1,1
10:46:48,1,1,1,1,1,1,1,1,1
10:46:49,1,1,1,1,1,1,1,1,1
10:46:50,1,1,1,1,1,1,1,1,1
10:46:51,1,1,1,1,1,1,1,1,1
10:46:52,1,1,1,1,1,1,1,1,1
10:46:53,1,1,1,1,1,1,1,1,1
10:46:54,1,1,1,1,1,1,1,1,1
10:46:55,1,1,1,1,1,1,1,1,1
10:46:56,1,1,1,1,1,1,1,1,1
10:46:57,1,1,1,1,1,1,1,1,1
10:46:58,1,1,1,1,1,1,1,1,1
10:46:59,1,1,1,1,1,1,1,1,1
10:47:00,1,1,1,1,1,1,1,1,1
10:47:01,1,1,1,1,1,1,1,1,1
10:47:02,1,1,1,1,1,1,1,1,1
10:47:03,1,1,1,1,1,1,1,1,1
10:47:04,1,1,1,1,1,1,1,1,1
10:47:05,1,1,1,1,1,1,1,1,1
10:47:06,1,1,1,1,1,1,1,1,1
10:47:07,1,1,1,1,1,1,1,1,1
10:47:08,1,1,1,1,1,1,1,1,1
10:47:09,1,1,1,1,1,1,1,1,1
10:47:10,1,1,1,1,1,1,1,1,1
10:47:11,1,1,1,1,1,1,1,1,1
10:47:12,1,1,1,1,1,1,1,1,1
10:47:13,1,1,1,1,1,1,1,1,1
10:47:14,1,1,1,1,1,1,1,1,1
10:47:15,1,1,1,1,1,1,1,1,1
10:47:16,1,1,1,1,1,1,1,1,1
10:47:17,1,1,1,1,1,1,1,1,1
10:47:18,1,1,1,1,1,1,1,1,1
10:47:19,1,1,1,1,1,1,1,1,1
10:47:20,1,1,1,1,1,1,1,1,1
10:47:21,1,1,1,1,1,1,1,1,1
10:47:22,1,1,1,1,1,1,1,1,1
10:47:23,1,1,1,1,1,1,1,1,1
10:47:24,1,1,1,1,1,1,1,1,1
10:47:25,1,1,1,1,1,1,1,1,1
10:47:26,1,1,1,1,1,1,1,1,1
10:47:27,1,1,1,1,1,1,1,1,1
10:47:28,1,1,1,1,1,1,1,1,1
10:47:29,1,1,1,1,1,1,1,1,1
10:47:30,1,1,1,1,1,1,1,1,1
10:47:31,1,1,1,1,1,1,1,1,1
10:47:32,1,1,1,1,1,1,1,1,1
10:47:33,1,1,1,1,1,1,1,1,1
10:47:34,1,1,1,1,1,1,1,1,1
10:47:35,1,1,1,1,1,1,1,1,1
10:47:36,1,1,1,1,1,1,1,1,1
10:47:37,1,1,1,1,1,1,1,1,1
10:47:38,1,1,1,1,1,1,1,1,1
10:47:39,1,1,1,1,1,1,1,1,1
10:47:40,1,1,1,1,1,1,1,1,1
10:47:41,1,1,1,1,1,1,1,1,1
10:47:42,1,1,1,1,1,1,1,1,1
10:47:43,1,1,1,1,1,1,1,1,1
10:47:44,1,1,1,1,1,1,1,1,1
10:47:45,1,1,1,1,1,1,1,1,1
10:47:46,1,1,1,1,1,1,1,1,1
10:47:47,1,1,1,1,1,1,1,1,1
10:47:48,1,1,1,1,1,1,1,1,1
10:47:49,1,1,1,1,1,1,1,1,1
10:47:50,1,1,1,1,1,1,1,1,1
10:47:51,1,1,1,1,1,1,1,1,1
10:47:52,1,1,1,1,1,1,1,1,1
10:47:53,1,1,1,1,1,1,1,1,1
10:47:54,1,1,1,1,1,1,1,1,1
10:47:55,1,1,1,1,1,1,1,1,1
10:47:56,1,1,1,1,1,1,1,1,1
10:47:57,1,1,1,1,1,1,1,1,1
10:47:58,1,1,1,1,1,1,1,1,1
10:47:59,1,1,1,1,1,1,1,1,1
10:48:00,1,1,1,1,1,1,1,1,1
10:48:01,1,1,1,1,1,1,1,1,1
10:48:02,1,1,1,1,1,1,1,1,1
10:48:03,1,1,1,1,1,1,1,1,1
10:48:04,1,1,1,1,1,1,1,1,1
10:48:05,1,1,1,1,1,1,1,1,1
10:48:06,1,1,1,1,1,1,1,1,1
10:48:07,1,1,1,1,1,1,1,1,1
10:48:08,1,1,1,1,1,1,1,1,1
10:48:09,1,1,1,1,1,1,1,1,1
10:48:10,1,1,1,1,1,1,1,1,1
10:48:11,1,1,1,1,1,1,1,1,1
10:48:12,1,1,1,1,1,1,1,1,1
10:48:13,1,1,1,1,1,1,1,1,1
10:48:14,1,1,1,1,1,1,1,1,1
10:48:15,1,1,1,1,1,1,1,1,1
10:48:16,1,1,1,1,1,1,1,1,1
10:48:17,1,1,1,1,1,1,1,1,1
10:48:18,1,1,1,1,1,1,1,1,1
10:48:19,1,1,1,1,1,1,1,1,1
10:48:20,1,1,1,1,1,1,1,1,1
10:48:21,1,1,1,1,1,1,1,1,1
10:48:22,1,1,1,1,1,1,1,1,1
10:48:23,1,1,1,1,1,1,1,1,1
10:48:24,1,1,1,1,1,1,1,1,1
10:48:25,1,1,1,1,1,1,1,1,1
10:48:26,1,1,1,1,1,1,1,1,1
10:48:27,1,1,1,1,1,1,1,1,1
10:48:28,1,1,1,1,1,1,1,1,1
10:48:29,1,1,1,1,1,1,1,1,1
10:48:30,1,1,1,1,1,1,1,1,1
10:48:31,1,1,1,1,1,1,1,1,1
10:48:32,1,1,1,1,1,1,1,1,1
10:48:33,1,1,1,1,1,1,1,1,1
10:48:34,1,1,1,1,1,1,1,1,1
10:48:35,1,1,1,1,1,1,1,1,1
10:48:36,1,1,1,1,1,1,1,1,1
10:48:37,1,1,1,1,1,1,1,1,1
10:48:38,1,1,1,1,1,1,1,1,1
10:48:39,1,1,1,1,1,1,1,1,1
10:48:40,1,1,1,1,1,1,1,1,1
10:48:41,1,1,1,1,1,1,1,1,1
10:48:42,1,1,1,1,1,1,1,1,1
10:48:43,1,1,1,1,1,1,1,1,1
10:48:44,1,1,1,1,1,1,1,1,1
10:48:45,1,1,1,1,1,1,1,1,1
10:48:46,1,1,1,1,1,1,1,1,1
10:48:47,1,1,1,1,1,1,1,1,1
10:48:48,1,1,1,1,1,1,1,1,1
10:48:49,1,1,1,1,1,1,1,1,1
10:48:50,1,1,1,1,1,1,1,1,1
10:48:51,1,1,1,1,1,1,1,1,1
10:48:52,1,1,1,1,1,1,1,1,1
10:48:53,1,1,1,1,1,1,1,1,1
10:48:54,1,1,1,1,1,1,1,1,1
10:48:55,1,1,1,1,1,1,1,1,1
10:48:56,1,1,1,1,1,1,1,1,1
10:48:57,1,1,1,1,1,1,1,1,1
10:48:58,1,1,1,1,1,1,1,1,1
10:48:59,1,1,1,1,1,1,1,1,1
10:49:00,1,1,1,1,1,1,1,1,1
